Campaign,Ad_ID,Date,Age_Group,Gender,Interest1,Interest2,Interest3,Impressions,Clicks,Engagement,Total_Spent,CTR(%),CPC,ROI(%)
Campaign D,Ad-6,2025-01-05,25-34,F,2506,4712,1454,6502,1304,837,4241.44,20.06,3.25,126.78
Campaign D,Ad-7,2025-01-05,40-44,M,3886,2443,1930,8680,771,4596,2880.96,8.88,3.74,181.47
Campaign D,Ad-8,2025-01-05,45-54,M,1129,1890,3341,19532,1275,3328,2200.01,6.53,1.73,116.47
Campaign D,Ad-9,2025-01-05,25-34,M,4002,4692,4531,8545,234,3571,4935.92,2.74,21.09,103.91
Campaign D,Ad-10,2025-01-05,45-54,M,1511,1128,3003,19686,712,4689,670.4,3.62,0.94,130.71
Campaign E,Ad-1,2025-01-05,55+,M,4531,1199,2365,12108,1446,3388,2800.77,11.94,1.94,175.91
Campaign E,Ad-2,2025-01-05,35-39,M,1790,3842,2605,14525,911,1862,2199.79,6.27,2.41,121.01
Campaign E,Ad-3,2025-01-05,45-54,M,4425,3000,4924,14781,1489,2360,1074.88,10.07,0.72,146.59
Campaign E,Ad-4,2025-01-05,45-54,F,1917,3028,1940,17949,1390,4054,3823.09,7.74,2.75,115.49
Campaign E,Ad-5,2025-01-05,35-39,M,1383,4760,2821,18673,331,2350,3064.82,1.77,9.26,88.1
Campaign E,Ad-6,2025-01-05,35-39,M,1493,1353,2233,4501,865,1323,1263.08,19.22,1.46,150.09
Campaign E,Ad-7,2025-01-05,45-54,F,4853,3022,1914,6883,609,3580,2231.58,8.85,3.66,182.22
Campaign E,Ad-8,2025-01-05,55+,F,4199,1479,2373,5529,906,1311,4552.47,16.39,5.02,195.43
Campaign E,Ad-9,2025-01-05,45-54,M,2630,3433,1557,10060,874,949,812.18,8.69,0.93,137.9
Campaign E,Ad-10,2025-01-05,35-39,M,1183,4489,3114,3464,1384,4248,1634.06,39.95,1.18,117.07
Campaign A,Ad-1,2025-01-06,55+,F,1079,2777,2598,4587,589,4541,2922.16,12.84,4.96,166.57
Campaign A,Ad-2,2025-01-06,40-44,M,1718,4399,2861,10989,1204,3412,1010.68,10.96,0.84,151.92
Campaign A,Ad-3,2025-01-06,25-34,F,2565,4820,4916,13442,473,2158,670.21,3.52,1.42,125.96
Campaign A,Ad-4,2025-01-06,45-54,M,1131,2490,2147,8223,703,402,3154.47,8.55,4.49,175.18
Campaign A,Ad-5,2025-01-06,25-34,F,3029,1026,1351,14830,1077,774,3143.67,7.26,2.92,99.94
Campaign A,Ad-6,2025-01-06,25-34,M,1784,3951,1148,15994,1412,765,1266.02,8.83,0.9,95.25
Campaign A,Ad-7,2025-01-06,18-24,F,3018,2347,1824,5676,1175,399,4596.17,20.7,3.91,178.6
Campaign A,Ad-8,2025-01-06,35-39,F,1446,2275,4320,7391,604,2295,2692.44,8.17,4.46,175.57
Campaign A,Ad-9,2025-01-06,55+,F,4069,4205,4942,17832,809,593,1085.65,4.54,1.34,132.33
Campaign A,Ad-10,2025-01-06,35-39,F,1953,3105,2993,7154,1062,2119,3990.04,14.84,3.76,95.52
Campaign B,Ad-1,2025-01-06,18-24,M,3432,3543,3020,17735,1356,1219,1411.6,7.65,1.04,143.11
Campaign B,Ad-2,2025-01-06,55+,F,4712,2378,2940,18548,1251,486,3391.51,6.74,2.71,137.22
Campaign B,Ad-3,2025-01-06,18-24,F,3075,3201,4594,18095,1138,3623,3805.65,6.29,3.34,128.79
Campaign B,Ad-4,2025-01-06,40-44,M,1309,1514,3047,13545,261,1537,2553.5,1.93,9.78,164.86
Campaign B,Ad-5,2025-01-06,35-39,M,1803,4534,2581,9912,1072,4806,4384.47,10.82,4.09,83.28
Campaign B,Ad-6,2025-01-06,45-54,M,4774,2790,4828,5603,724,1061,2212.66,12.92,3.06,104.95
Campaign B,Ad-7,2025-01-06,45-54,M,1262,1471,3454,6831,371,735,3489.76,5.43,9.41,173.31
Campaign B,Ad-8,2025-01-06,25-34,F,4051,3129,2484,13996,1403,2287,3402.77,10.02,2.43,150.29
Campaign B,Ad-9,2025-01-06,55+,F,4083,3834,2697,14181,770,2715,507.56,5.43,0.66,95.46
Campaign B,Ad-10,2025-01-06,35-39,M,2160,4762,2625,10919,370,4978,3822.69,3.39,10.33,104.27
Campaign C,Ad-1,2025-01-06,45-54,M,1312,4069,3986,18567,1024,549,4715.08,5.52,4.6,104.02
Campaign C,Ad-2,2025-01-06,55+,F,3477,1235,1543,9394,237,3233,954.6,2.52,4.03,104.64
Campaign C,Ad-3,2025-01-06,35-39,M,4753,3945,1486,4913,217,4629,671.49,4.42,3.09,111.41
Campaign C,Ad-4,2025-01-06,35-39,M,4916,2268,4736,13615,725,3191,3628.35,5.33,5.0,124.92
Campaign C,Ad-5,2025-01-06,40-44,F,3069,3598,3974,15535,787,2383,3984.21,5.07,5.06,199.01
Campaign C,Ad-6,2025-01-06,25-34,M,3098,4979,1233,10849,1341,527,4355.54,12.36,3.25,118.79
Campaign C,Ad-7,2025-01-06,40-44,M,2083,1516,3021,5588,1087,3556,1085.79,19.45,1.0,99.28
Campaign C,Ad-8,2025-01-06,55+,M,3209,1316,3324,11106,889,4768,4635.67,8.0,5.21,176.87
Campaign C,Ad-9,2025-01-06,55+,M,2854,2905,1225,18841,611,1978,3909.92,3.24,6.4,130.01
Campaign C,Ad-10,2025-01-06,45-54,M,2941,1226,4281,3171,980,2818,2996.5,30.91,3.06,193.1
Campaign D,Ad-1,2025-01-06,35-39,M,1637,3651,4788,4822,345,2515,3935.31,7.15,11.41,123.79
Campaign D,Ad-2,2025-01-06,35-39,F,2902,1273,1293,7366,284,308,538.15,3.86,1.89,197.02
Campaign D,Ad-3,2025-01-06,55+,F,1572,4101,3728,3603,108,323,1115.13,3.0,10.33,158.42
Campaign D,Ad-4,2025-01-06,35-39,M,4034,4352,1171,5924,862,682,2791.67,14.55,3.24,103.86
Campaign D,Ad-5,2025-01-06,18-24,M,4758,1016,2740,9221,194,3015,4642.35,2.1,23.93,148.8
Campaign D,Ad-6,2025-01-06,40-44,M,2973,2322,1415,4348,896,4515,1736.48,20.61,1.94,142.17
Campaign D,Ad-7,2025-01-06,40-44,M,3469,3168,4641,11830,1329,4417,3301.9,11.23,2.48,197.71
Campaign D,Ad-8,2025-01-06,25-34,F,1307,3667,1819,8196,1348,4911,4822.63,16.45,3.58,152.02
Campaign D,Ad-9,2025-01-06,45-54,M,2225,4845,2299,13153,1184,2364,2647.54,9.0,2.24,137.03
Campaign D,Ad-10,2025-01-06,25-34,F,1390,2974,2087,18597,531,1945,1593.72,2.86,3.0,134.42
Campaign E,Ad-1,2025-01-06,55+,M,1695,4027,2193,9292,1269,4477,4272.65,13.66,3.37,136.72
Campaign E,Ad-2,2025-01-06,40-44,M,3898,4678,4218,9995,1302,936,796.86,13.03,0.61,174.41
Campaign E,Ad-3,2025-01-06,18-24,F,1046,1662,3007,12583,346,2235,2094.6,2.75,6.05,160.3
Campaign E,Ad-4,2025-01-06,35-39,M,1949,2987,4279,4134,265,1182,4622.41,6.41,17.44,87.53
Campaign E,Ad-5,2025-01-06,18-24,F,2955,4928,4528,9752,629,3502,2085.22,6.45,3.32,93.74
Campaign E,Ad-6,2025-01-06,25-34,M,2259,4532,1775,3334,1159,1988,4007.28,34.76,3.46,126.61
Campaign E,Ad-7,2025-01-06,55+,F,4248,4074,4037,19585,877,2689,3031.82,4.48,3.46,195.91
Campaign E,Ad-8,2025-01-06,35-39,M,3152,1148,1766,10715,264,960,4505.54,2.46,17.07,87.03
Campaign E,Ad-9,2025-01-06,18-24,M,1567,2925,4611,19373,569,3253,3615.36,2.94,6.35,89.33
Campaign E,Ad-10,2025-01-06,35-39,M,1933,3863,1590,12322,995,2704,1813.63,8.07,1.82,162.8
Campaign A,Ad-1,2025-01-07,45-54,M,4622,1227,2183,13931,744,3715,2557.41,5.34,3.44,183.03
Campaign A,Ad-2,2025-01-07,25-34,M,2340,3274,1854,17316,1322,742,2862.92,7.63,2.17,109.95
Campaign A,Ad-3,2025-01-07,40-44,M,1377,2500,2872,18433,952,691,1334.24,5.16,1.4,189.23
Campaign A,Ad-4,2025-01-07,40-44,F,1965,1934,1243,15339,996,2606,4357.85,6.49,4.38,149.4
Campaign A,Ad-5,2025-01-07,25-34,F,3537,1297,2528,19630,683,1763,819.94,3.48,1.2,193.39
Campaign A,Ad-6,2025-01-07,25-34,M,3268,4158,2488,6175,693,3880,473.85,11.22,0.68,178.09
Campaign A,Ad-7,2025-01-07,18-24,M,2100,1249,2032,3999,738,579,1167.33,18.45,1.58,107.43
Campaign A,Ad-8,2025-01-07,40-44,F,2263,4344,2273,14852,619,385,273.06,4.17,0.44,163.84
Campaign A,Ad-9,2025-01-07,45-54,F,3373,4117,3570,9485,563,3260,2276.07,5.94,4.04,172.77
Campaign A,Ad-10,2025-01-07,40-44,M,2594,3026,2050,12808,1455,2825,2589.73,11.36,1.78,155.14
Campaign B,Ad-1,2025-01-07,40-44,M,1730,2150,3512,15100,1060,3969,1639.6,7.02,1.55,183.84
Campaign B,Ad-2,2025-01-07,18-24,F,4944,1780,1665,18504,616,3319,2574.9,3.33,4.18,156.18
Campaign B,Ad-3,2025-01-07,25-34,F,2141,4691,3591,18126,739,915,3861.47,4.08,5.23,82.23
Campaign B,Ad-4,2025-01-07,45-54,M,1561,1264,4034,18871,1480,801,3327.01,7.84,2.25,113.97
Campaign B,Ad-5,2025-01-07,40-44,F,3936,2245,3651,17519,1051,2436,3800.44,6.0,3.62,177.02
Campaign B,Ad-6,2025-01-07,18-24,M,1433,1282,4136,12141,1324,3276,2423.65,10.91,1.83,88.4
Campaign B,Ad-7,2025-01-07,55+,M,3353,4725,3990,15705,1010,2883,3601.68,6.43,3.57,196.16
Campaign B,Ad-8,2025-01-07,18-24,M,1343,3806,1229,14670,777,1578,410.93,5.3,0.53,99.63
Campaign B,Ad-9,2025-01-07,40-44,M,4927,2802,1214,15495,519,2300,3827.57,3.35,7.37,183.83
Campaign B,Ad-10,2025-01-07,55+,M,1303,2122,2526,10769,596,3843,1184.57,5.53,1.99,134.3
Campaign C,Ad-1,2025-01-07,40-44,M,2356,3658,2120,6680,1442,669,4766.96,21.59,3.31,80.84
Campaign C,Ad-2,2025-01-07,45-54,M,3062,2843,4855,5073,666,1448,2945.69,13.13,4.42,145.88
Campaign C,Ad-3,2025-01-07,18-24,F,4764,2676,1484,10681,1166,4800,3423.99,10.92,2.94,195.44
Campaign C,Ad-4,2025-01-07,45-54,M,1646,2814,1248,5425,647,2347,4889.89,11.93,7.56,146.6
Campaign C,Ad-5,2025-01-07,18-24,M,1629,1330,4501,7198,356,603,575.7,4.95,1.62,158.36
Campaign C,Ad-6,2025-01-07,45-54,M,4554,2543,2987,8933,1428,2463,458.97,15.99,0.32,146.72
Campaign C,Ad-7,2025-01-07,55+,M,1675,3994,2262,11343,783,4926,2429.19,6.9,3.1,80.04
Campaign C,Ad-8,2025-01-07,40-44,F,1036,4512,2258,10377,634,634,4176.76,6.11,6.59,132.28
Campaign C,Ad-9,2025-01-07,18-24,M,3185,2344,3646,14733,1024,4325,1259.31,6.95,1.23,174.09
Campaign C,Ad-10,2025-01-07,45-54,M,3711,4832,2971,13396,1433,3527,2183.18,10.7,1.52,129.04
Campaign D,Ad-1,2025-01-07,45-54,M,1414,4533,1184,7673,263,682,1573.92,3.43,5.98,80.66
Campaign D,Ad-2,2025-01-07,35-39,F,4420,4510,4013,14320,1209,1579,4693.39,8.44,3.88,129.02
Campaign D,Ad-3,2025-01-07,45-54,F,4719,3714,2498,4011,636,4987,4886.9,15.86,7.68,185.67
Campaign D,Ad-4,2025-01-07,25-34,M,4026,1798,4117,10691,978,4318,4249.88,9.15,4.35,106.25
Campaign D,Ad-5,2025-01-07,18-24,M,2734,2787,2980,5114,108,4990,4934.86,2.11,45.69,173.09
Campaign D,Ad-6,2025-01-07,18-24,M,4506,2359,4694,14149,1346,4572,3825.52,9.51,2.84,156.96
Campaign D,Ad-7,2025-01-07,40-44,M,2713,1668,1857,9745,511,3502,3213.55,5.24,6.29,190.3
Campaign D,Ad-8,2025-01-07,18-24,F,1348,2610,4492,13473,642,3236,1313.99,4.77,2.05,146.28
Campaign D,Ad-9,2025-01-07,25-34,M,1404,3892,4888,13405,1428,2991,383.62,10.65,0.27,161.58
Campaign D,Ad-10,2025-01-07,18-24,M,4769,1665,2273,15442,1137,2625,3884.54,7.36,3.42,90.27
Campaign E,Ad-1,2025-01-07,40-44,F,2428,4398,4777,6514,827,4403,3742.03,12.7,4.52,156.38
Campaign E,Ad-2,2025-01-07,25-34,F,2178,3623,3977,11225,1403,1407,2289.37,12.5,1.63,145.08
Campaign E,Ad-3,2025-01-07,40-44,M,1008,4136,1475,12926,593,4349,2856.23,4.59,4.82,131.34
Campaign E,Ad-4,2025-01-07,35-39,M,1781,4283,4438,18580,116,1429,3909.45,0.62,33.7,142.43
Campaign E,Ad-5,2025-01-07,35-39,M,3152,4032,1019,19320,1039,4611,4460.27,5.38,4.29,105.17
Campaign E,Ad-6,2025-01-07,40-44,F,4409,2188,2133,4914,783,473,278.79,15.93,0.36,98.69
Campaign E,Ad-7,2025-01-07,25-34,M,2810,2025,1444,8709,170,2584,1427.16,1.95,8.4,198.53
Campaign E,Ad-8,2025-01-07,55+,M,4452,2029,3181,10468,1373,3608,4112.97,13.12,3.0,165.77
Campaign E,Ad-9,2025-01-07,55+,F,1580,3611,4302,7907,984,4924,709.89,12.44,0.72,173.37
Campaign E,Ad-10,2025-01-07,25-34,M,2475,3823,4181,5903,198,1843,1900.15,3.35,9.6,162.07
Campaign A,Ad-1,2025-01-08,40-44,F,1320,4994,4163,19993,1168,2247,3603.99,5.84,3.09,109.29
Campaign A,Ad-2,2025-01-08,35-39,F,3356,3830,2312,16860,614,3367,483.51,3.64,0.79,189.33
Campaign A,Ad-3,2025-01-08,25-34,M,3232,4437,2550,19001,234,3727,1192.59,1.23,5.1,98.07
Campaign A,Ad-4,2025-01-08,40-44,F,3489,2319,3102,15296,1377,3688,1225.16,9.0,0.89,143.45
Campaign A,Ad-5,2025-01-08,18-24,F,1862,2783,4513,9284,757,2905,2266.28,8.15,2.99,89.12
Campaign A,Ad-6,2025-01-08,18-24,F,2502,1783,4986,17660,402,2435,3043.8,2.28,7.57,156.12
Campaign A,Ad-7,2025-01-08,35-39,M,4190,2509,1944,6153,496,2296,735.61,8.06,1.48,160.0
Campaign A,Ad-8,2025-01-08,25-34,M,2026,3368,2221,11617,850,1960,1171.24,7.32,1.38,160.59
Campaign A,Ad-9,2025-01-08,45-54,M,1133,2781,4506,12754,904,1626,3555.47,7.09,3.93,123.56
Campaign A,Ad-10,2025-01-08,40-44,M,2076,3523,1921,6224,309,3766,4042.77,4.96,13.08,198.14
Campaign B,Ad-1,2025-01-08,40-44,M,1470,2692,4040,18131,877,1134,2110.07,4.84,2.41,136.59
Campaign B,Ad-2,2025-01-08,45-54,F,3066,4185,1258,14012,432,1830,3965.53,3.08,9.18,140.13
Campaign B,Ad-3,2025-01-08,55+,F,1338,1307,3111,3277,1041,4411,831.2,31.77,0.8,93.75
Campaign B,Ad-4,2025-01-08,25-34,F,2933,2739,4284,11972,214,4750,1039.84,1.79,4.86,89.8
Campaign B,Ad-5,2025-01-08,25-34,F,1809,1159,4928,12764,806,279,3222.04,6.31,4.0,188.44
Campaign B,Ad-6,2025-01-08,18-24,F,2366,3633,4844,16698,359,3198,4323.6,2.15,12.04,109.22
Campaign B,Ad-7,2025-01-08,40-44,F,2435,3599,1415,9137,1006,3633,4002.98,11.01,3.98,190.17
Campaign B,Ad-8,2025-01-08,45-54,F,4164,2651,3526,5974,182,2735,3081.82,3.05,16.93,161.48
Campaign B,Ad-9,2025-01-08,35-39,F,4793,4634,4772,10350,988,3273,1280.22,9.55,1.3,164.47
Campaign B,Ad-10,2025-01-08,40-44,M,3723,3928,3933,3004,203,4811,447.02,6.76,2.2,156.63
Campaign C,Ad-1,2025-01-08,18-24,F,2489,2576,4943,9851,830,3611,3310.46,8.43,3.99,109.88
Campaign C,Ad-2,2025-01-08,40-44,M,1298,3714,4463,15528,1346,4948,4412.08,8.67,3.28,98.15
Campaign C,Ad-3,2025-01-08,45-54,F,4554,4775,3290,19607,547,1550,1436.88,2.79,2.63,106.73
Campaign C,Ad-4,2025-01-08,40-44,M,1514,4416,4756,9549,130,539,469.75,1.36,3.61,178.65
Campaign C,Ad-5,2025-01-08,35-39,F,4841,4736,2618,5312,205,4798,2546.54,3.86,12.42,112.75
Campaign C,Ad-6,2025-01-08,45-54,F,1851,3009,1737,10591,645,3171,4606.28,6.09,7.14,115.96
Campaign C,Ad-7,2025-01-08,25-34,M,4581,3826,3441,4620,720,4766,1441.82,15.58,2.0,191.88
Campaign C,Ad-8,2025-01-08,55+,F,1476,2990,3797,13590,191,884,1739.0,1.41,9.1,178.03
Campaign C,Ad-9,2025-01-08,18-24,F,3334,4364,2456,16397,1037,4360,2915.32,6.32,2.81,110.01
Campaign C,Ad-10,2025-01-08,45-54,F,2431,1447,4823,5052,1028,3289,2360.28,20.35,2.3,129.71
Campaign D,Ad-1,2025-01-08,55+,M,3935,4518,2885,10912,277,4187,1003.4,2.54,3.62,154.4
Campaign D,Ad-2,2025-01-08,55+,M,1498,2780,4932,9494,683,4699,3469.64,7.19,5.08,85.32
Campaign D,Ad-3,2025-01-08,40-44,M,2758,2257,3370,5812,1443,3071,4294.86,24.83,2.98,135.71
Campaign D,Ad-4,2025-01-08,35-39,F,3233,2477,1120,7664,1066,1213,3104.28,13.91,2.91,117.6
Campaign D,Ad-5,2025-01-08,55+,F,2474,3895,2561,12036,205,2903,3043.51,1.7,14.85,127.91
Campaign D,Ad-6,2025-01-08,45-54,M,1221,1732,3123,13151,1397,1383,2026.74,10.62,1.45,110.47
Campaign D,Ad-7,2025-01-08,45-54,F,1279,4463,4826,10972,1354,339,2304.7,12.34,1.7,152.74
Campaign D,Ad-8,2025-01-08,25-34,M,4225,1761,1310,7315,939,4050,3665.38,12.84,3.9,194.73
Campaign D,Ad-9,2025-01-08,35-39,F,1254,2536,4842,10746,1416,3472,555.69,13.18,0.39,157.92
Campaign D,Ad-10,2025-01-08,40-44,F,2380,1160,4525,5181,1271,3042,1267.18,24.53,1.0,89.71
Campaign E,Ad-1,2025-01-08,25-34,F,2789,2681,4905,12581,522,2308,3346.56,4.15,6.41,195.71
Campaign E,Ad-2,2025-01-08,25-34,M,3836,2249,2146,9587,655,3478,859.82,6.83,1.31,91.28
Campaign E,Ad-3,2025-01-08,45-54,F,1184,1287,2445,5188,276,4522,3495.43,5.32,12.66,82.58
Campaign E,Ad-4,2025-01-08,18-24,F,1430,1313,2477,18386,850,587,2389.09,4.62,2.81,195.54
Campaign E,Ad-5,2025-01-08,45-54,F,4920,1791,2097,8886,584,4861,401.68,6.57,0.69,103.33
Campaign E,Ad-6,2025-01-08,55+,F,1701,3533,4656,18485,353,4494,3106.82,1.91,8.8,143.19
Campaign E,Ad-7,2025-01-08,25-34,M,1157,4735,1936,17018,755,2350,210.26,4.44,0.28,133.61
Campaign E,Ad-8,2025-01-08,45-54,F,3630,1496,1439,5683,1462,1243,2276.5,25.73,1.56,179.73
Campaign E,Ad-9,2025-01-08,25-34,M,1171,4808,3158,15147,1395,1855,251.84,9.21,0.18,127.29
Campaign E,Ad-10,2025-01-08,45-54,M,3384,1770,2206,19414,1421,1434,328.42,7.32,0.23,94.98
Campaign A,Ad-1,2025-01-09,40-44,F,4226,1097,1671,8498,642,266,4952.84,7.55,7.71,90.27
Campaign A,Ad-2,2025-01-09,18-24,M,1936,4275,3476,15756,872,1237,3276.76,5.53,3.76,155.84
Campaign A,Ad-3,2025-01-09,40-44,F,1338,4881,3167,19672,1243,1525,2935.13,6.32,2.36,195.04
Campaign A,Ad-4,2025-01-09,35-39,M,4386,1324,3486,3446,1233,2504,4115.4,35.78,3.34,165.7
Campaign A,Ad-5,2025-01-09,25-34,F,1738,3061,2807,15460,591,4918,2039.6,3.82,3.45,193.38
Campaign A,Ad-6,2025-01-09,45-54,M,2751,1503,4944,10241,790,1101,3756.26,7.71,4.75,108.62
Campaign A,Ad-7,2025-01-09,18-24,F,1625,2082,4705,9680,1141,4308,2168.33,11.79,1.9,166.3
Campaign A,Ad-8,2025-01-09,40-44,M,4035,3350,4868,12836,1234,1117,4951.8,9.61,4.01,97.91
Campaign A,Ad-9,2025-01-09,35-39,M,4437,4203,4914,14600,1285,883,219.46,8.8,0.17,141.21
Campaign A,Ad-10,2025-01-09,18-24,M,4077,4393,4245,3978,720,2959,2677.3,18.1,3.72,85.17
Campaign B,Ad-1,2025-01-09,55+,M,4639,3841,3936,18187,899,4917,2761.56,4.94,3.07,117.74
Campaign B,Ad-2,2025-01-09,55+,M,4791,2216,1520,10744,1144,2182,4572.49,10.65,4.0,181.65
Campaign B,Ad-3,2025-01-09,40-44,F,1900,1054,3042,10415,1281,1603,2438.88,12.3,1.9,167.06
Campaign B,Ad-4,2025-01-09,18-24,M,2499,1499,1222,5299,587,4545,4335.84,11.08,7.39,86.6
Campaign B,Ad-5,2025-01-09,40-44,M,1808,3447,3794,13633,765,2799,1730.43,5.61,2.26,194.68
Campaign B,Ad-6,2025-01-09,25-34,M,4163,2635,2509,12515,1412,4399,4578.92,11.28,3.24,99.8
Campaign B,Ad-7,2025-01-09,18-24,M,2153,1045,1427,18667,395,907,2666.96,2.12,6.75,193.14
Campaign B,Ad-8,2025-01-09,45-54,F,4249,4973,2339,7689,455,3556,1969.3,5.92,4.33,104.97
Campaign B,Ad-9,2025-01-09,40-44,M,3025,2540,1562,11755,1420,4229,3329.88,12.08,2.34,105.18
Campaign B,Ad-10,2025-01-09,45-54,M,1864,4411,2414,19647,1309,3088,4342.0,6.66,3.32,91.24
Campaign C,Ad-1,2025-01-09,40-44,F,1774,3708,2110,9301,1066,1299,3856.9,11.46,3.62,140.29
Campaign C,Ad-2,2025-01-09,18-24,M,2586,4462,4481,16609,256,3454,4790.0,1.54,18.71,114.34
Campaign C,Ad-3,2025-01-09,25-34,M,1644,4361,1950,17976,833,3151,4726.11,4.63,5.67,199.92
Campaign C,Ad-4,2025-01-09,25-34,M,2297,2046,2562,3350,390,1037,1277.97,11.64,3.28,82.15
Campaign C,Ad-5,2025-01-09,18-24,M,1436,3805,2511,6334,1122,1992,4267.64,17.71,3.8,126.18
Campaign C,Ad-6,2025-01-09,18-24,M,2110,3162,2078,3148,962,3729,1042.52,30.56,1.08,92.2
Campaign C,Ad-7,2025-01-09,25-34,F,4616,2603,1454,10356,1250,3434,3595.92,12.07,2.88,84.55
Campaign C,Ad-8,2025-01-09,55+,F,2630,3597,3540,7790,315,3364,4771.25,4.04,15.15,147.3
Campaign C,Ad-9,2025-01-09,45-54,F,4636,4853,2552,17493,551,853,4274.61,3.15,7.76,83.06
Campaign C,Ad-10,2025-01-09,40-44,F,2814,1143,1911,13688,1309,4707,4276.21,9.56,3.27,168.0
Campaign D,Ad-1,2025-01-09,45-54,M,2975,2269,2963,16433,784,4234,3093.71,4.77,3.95,179.19
Campaign D,Ad-2,2025-01-09,40-44,F,3764,1381,4723,4990,495,2903,1586.29,9.92,3.2,85.41
Campaign D,Ad-3,2025-01-09,18-24,F,4315,3163,2063,8729,160,330,2492.11,1.83,15.58,134.86
Campaign D,Ad-4,2025-01-09,18-24,M,2683,4185,4402,10256,1361,271,3451.76,13.27,2.54,128.34
Campaign D,Ad-5,2025-01-09,35-39,F,3629,1136,4439,6020,170,2420,493.4,2.82,2.9,160.98
Campaign D,Ad-6,2025-01-09,55+,F,3576,2224,4063,6347,162,2488,4816.81,2.55,29.73,180.47
Campaign D,Ad-7,2025-01-09,35-39,M,2964,3657,2168,14598,1336,4210,3007.88,9.15,2.25,107.04
Campaign D,Ad-8,2025-01-09,40-44,F,1418,3193,3064,7742,318,2266,215.83,4.11,0.68,116.32
Campaign D,Ad-9,2025-01-09,35-39,F,3687,2617,4187,17096,1245,4131,1037.18,7.28,0.83,185.74
Campaign D,Ad-10,2025-01-09,18-24,F,1066,1949,4280,6611,1017,3529,4834.44,15.38,4.75,119.5
Campaign E,Ad-1,2025-01-09,35-39,F,3516,2502,2032,10167,872,1136,4815.3,8.58,5.52,80.58
Campaign E,Ad-2,2025-01-09,55+,F,2665,2893,2228,12655,1298,723,4594.36,10.26,3.54,123.17
Campaign E,Ad-3,2025-01-09,18-24,M,3409,2062,1139,12593,1053,399,4331.19,8.36,4.11,167.58
Campaign E,Ad-4,2025-01-09,25-34,M,3731,2575,2762,16709,1346,4144,400.12,8.06,0.3,185.42
Campaign E,Ad-5,2025-01-09,25-34,F,1945,4413,4117,4589,628,4840,3971.39,13.68,6.32,192.43
Campaign E,Ad-6,2025-01-09,55+,M,2685,4496,4961,6616,1233,1569,4453.06,18.64,3.61,116.85
Campaign E,Ad-7,2025-01-09,18-24,M,4577,1188,4209,18214,1008,1146,1403.5,5.53,1.39,128.55
Campaign E,Ad-8,2025-01-09,25-34,M,3049,2355,3415,10831,770,3730,1912.16,7.11,2.48,170.68
Campaign E,Ad-9,2025-01-09,45-54,M,1878,4081,3692,3824,1499,1140,3655.29,39.2,2.44,189.99
Campaign E,Ad-10,2025-01-09,40-44,M,4222,3329,2484,5099,695,488,4551.1,13.63,6.55,150.83
Campaign A,Ad-1,2025-01-10,45-54,M,4119,2432,4867,17705,572,949,1825.07,3.23,3.19,85.68
Campaign A,Ad-2,2025-01-10,25-34,F,2931,2883,3517,18812,1280,1431,4575.86,6.8,3.57,149.47
Campaign A,Ad-3,2025-01-10,35-39,F,4686,1719,3083,11165,167,765,3631.2,1.5,21.74,80.31
Campaign A,Ad-4,2025-01-10,40-44,F,2338,1363,1066,15811,1397,1981,2974.66,8.84,2.13,114.42
Campaign A,Ad-5,2025-01-10,45-54,F,1767,2172,4152,5194,1309,1458,3596.19,25.2,2.75,141.36
Campaign A,Ad-6,2025-01-10,40-44,M,2700,4115,4989,12300,1323,2706,4382.1,10.76,3.31,153.36
Campaign A,Ad-7,2025-01-10,35-39,F,2954,4621,4446,11789,155,3159,290.82,1.31,1.88,170.98
Campaign A,Ad-8,2025-01-10,40-44,M,4124,2881,2009,14901,1159,4169,354.98,7.78,0.31,118.63
Campaign A,Ad-9,2025-01-10,35-39,M,2907,2769,3189,10027,471,2706,2259.74,4.7,4.8,110.09
Campaign A,Ad-10,2025-01-10,25-34,M,4391,1249,3820,7801,640,2007,2778.91,8.2,4.34,109.62
Campaign B,Ad-1,2025-01-10,18-24,F,3511,3149,4471,7887,531,4329,3033.06,6.73,5.71,123.2
Campaign B,Ad-2,2025-01-10,40-44,F,4817,1742,3550,16756,830,1394,2909.4,4.95,3.51,85.04
Campaign B,Ad-3,2025-01-10,40-44,M,4443,2450,4967,17102,1069,2390,2822.54,6.25,2.64,143.01
Campaign B,Ad-4,2025-01-10,55+,M,1197,2670,4412,19296,997,2108,3464.31,5.17,3.47,198.56
Campaign B,Ad-5,2025-01-10,18-24,M,4158,4274,4186,18035,522,1603,4730.81,2.89,9.06,102.2
Campaign B,Ad-6,2025-01-10,40-44,F,1829,1474,1282,19442,509,1276,1981.6,2.62,3.89,147.28
Campaign B,Ad-7,2025-01-10,45-54,F,1823,4317,4030,4362,989,4307,3578.5,22.67,3.62,112.48
Campaign B,Ad-8,2025-01-10,40-44,F,1373,2955,4181,14372,697,4666,4486.85,4.85,6.44,174.93
Campaign B,Ad-9,2025-01-10,40-44,M,4198,2844,3499,4825,417,3815,4836.85,8.64,11.6,148.17
Campaign B,Ad-10,2025-01-10,18-24,M,3793,1881,4121,18020,1490,2784,1821.53,8.27,1.22,127.46
Campaign C,Ad-1,2025-01-10,40-44,M,3053,1986,1141,7855,246,253,1888.13,3.13,7.68,86.76
